ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
cpu5:memory, ReadInFlight, , Accumulator, 549676000, 5, 7898, 7898, 7898, 1, 1
cpu5:memory, ReadPending, , Accumulator, 549676000, 5, 7898, 7898, 7898, 1, 1
cpu5:memory, ReadBytes, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, WriteInFlight, , Accumulator, 549676000, 5, 5752, 5752, 5752, 1, 1
cpu5:memory, WritePending, , Accumulator, 549676000, 5, 5752, 5752, 5752, 1, 1
cpu5:memory, WriteBytes, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, FlushInFlight, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, FlushPending, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, ReadLockInFlight, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, ReadLockPending, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, ReadLockBytes, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, WriteUnlockInFlight, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, WriteUnlockPending, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, WriteUnlockBytes, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, LoadLinkInFlight, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, LoadLinkPending, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, StoreCondInFlight, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, StoreCondPending, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, CustomInFlight, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, CustomPending, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, CustomBytes, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, FencePending, , Accumulator, 549676000, 5, 1406, 1406, 1406, 1, 1
cpu5:memory, AMOAddBytes, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, AMOAddPending, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, AMOXorBytes, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, AMOXorPending, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, AMOAndBytes, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
cpu5:memory, AMOAndPending, , Accumulator, 549676000, 5, 0, 0, 0, 0, 0
