ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
cpu1:memory, ReadInFlight, , Accumulator, 549676000, 1, 7897, 7897, 7897, 1, 1
cpu1:memory, ReadPending, , Accumulator, 549676000, 1, 7897, 7897, 7897, 1, 1
cpu1:memory, ReadBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, WriteInFlight, , Accumulator, 549676000, 1, 5752, 5752, 5752, 1, 1
cpu1:memory, WritePending, , Accumulator, 549676000, 1, 5752, 5752, 5752, 1, 1
cpu1:memory, WriteBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, FlushInFlight, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, FlushPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, ReadLockInFlight, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, ReadLockPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, ReadLockBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, WriteUnlockInFlight, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, WriteUnlockPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, WriteUnlockBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, LoadLinkInFlight, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, LoadLinkPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, StoreCondInFlight, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, StoreCondPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, CustomInFlight, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, CustomPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, CustomBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, FencePending, , Accumulator, 549676000, 1, 1406, 1406, 1406, 1, 1
cpu1:memory, AMOAddBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOAddPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOXorBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOXorPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOAndBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOAndPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOOrBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOOrPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOMinBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOMinPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOMaxBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOMaxPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOMinuBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOMinuPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOMaxuBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOMaxuPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:memory, AMOSwapBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
