ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
cpu2:memory, ReadInFlight, , Accumulator, 549676000, 2, 7898, 7898, 7898, 1, 1
cpu2:memory, ReadPending, , Accumulator, 549676000, 2, 7898, 7898, 7898, 1, 1
cpu2:memory, ReadBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, WriteInFlight, , Accumulator, 549676000, 2, 5752, 5752, 5752, 1, 1
cpu2:memory, WritePending, , Accumulator, 549676000, 2, 5752, 5752, 5752, 1, 1
cpu2:memory, WriteBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, FlushInFlight, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, FlushPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, ReadLockInFlight, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, ReadLockPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, ReadLockBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, WriteUnlockInFlight, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, WriteUnlockPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, WriteUnlockBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, LoadLinkInFlight, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, LoadLinkPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, StoreCondInFlight, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, StoreCondPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, CustomInFlight, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, CustomPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, CustomBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, FencePending, , Accumulator, 549676000, 2, 1406, 1406, 1406, 1, 1
cpu2:memory, AMOAddBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOAddPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOXorBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOXorPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOAndBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOAndPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOOrBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOOrPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOMinBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOMinPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOMaxBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOMaxPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOMinuBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOMinuPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOMaxuBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOMaxuPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOSwapBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:memory, AMOSwapPending, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:remote_memory:xbgasNicIface:iface, packet_latency, , Accumulator, 549676000, 2, 2576, 114450, 58, 43, 46
cpu2:remote_memory:xbgasNicIface:iface, send_bit_count, , Accumulator, 549676000, 2, 0, 0, 58, 0, 0
cpu2:remote_memory:xbgasNicIface:iface, output_port_stalls, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:remote_memory:xbgasNicIface:iface, idle_time, , Accumulator, 549676000, 2, 84156800, 1961291643920000, 58, 37600, 37991200
cpu2:remote_memory, RmtReadInFlight, , Accumulator, 549676000, 2, 7, 7, 7, 1, 1
cpu2:remote_memory, RmtReadPending, , Accumulator, 549676000, 2, 7, 7, 7, 1, 1
cpu2:remote_memory, RmtReadBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
cpu2:remote_memory, RmtWriteInFlight, , Accumulator, 549676000, 2, 22, 22, 22, 1, 1
cpu2:remote_memory, RmtWritePending, , Accumulator, 549676000, 2, 22, 22, 22, 1, 1
cpu2:remote_memory, RmtWritesBytes, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
