ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
router, send_bit_count, port0, Accumulator, 549676000, 0, 0, 0, 58, 0, 0
router, send_packet_count, port0, Accumulator, 549676000, 0, 58, 58, 58, 1, 1
router, output_port_stalls, port0, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, idle_time, port0, Accumulator, 549676000, 0, 549676000, 182995173120640000, 59, 41600, 425324000
router, width_adj_count, port0, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, send_bit_count, port1, Accumulator, 549676000, 0, 0, 0, 58, 0, 0
router, send_packet_count, port1, Accumulator, 549676000, 0, 58, 58, 58, 1, 1
router, output_port_stalls, port1, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, idle_time, port1, Accumulator, 549676000, 0, 549676000, 183004244629120000, 59, 48000, 425327200
router, width_adj_count, port1, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, send_bit_count, port2, Accumulator, 549676000, 0, 0, 0, 58, 0, 0
router, send_packet_count, port2, Accumulator, 549676000, 0, 58, 58, 58, 1, 1
router, output_port_stalls, port2, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, idle_time, port2, Accumulator, 549676000, 0, 549676000, 182931983017600000, 59, 48000, 425224800
router, width_adj_count, port2, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, send_bit_count, port3, Accumulator, 549676000, 0, 0, 0, 58, 0, 0
router, send_packet_count, port3, Accumulator, 549676000, 0, 58, 58, 58, 1, 1
router, output_port_stalls, port3, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, idle_time, port3, Accumulator, 549676000, 0, 549676000, 182335417308800000, 59, 48000, 424559200
router, width_adj_count, port3, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, send_bit_count, port4, Accumulator, 549676000, 0, 0, 0, 58, 0, 0
router, send_packet_count, port4, Accumulator, 549676000, 0, 58, 58, 58, 1, 1
router, output_port_stalls, port4, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, idle_time, port4, Accumulator, 549676000, 0, 549676000, 183027089700480000, 59, 51200, 425276000
router, width_adj_count, port4, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, send_bit_count, port5, Accumulator, 549676000, 0, 0, 0, 58, 0, 0
