ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
cpu6:memory, ReadInFlight, , Accumulator, 549676000, 6, 7899, 7899, 7899, 1, 1
cpu6:memory, ReadPending, , Accumulator, 549676000, 6, 7899, 7899, 7899, 1, 1
cpu6:memory, ReadBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, WriteInFlight, , Accumulator, 549676000, 6, 5752, 5752, 5752, 1, 1
cpu6:memory, WritePending, , Accumulator, 549676000, 6, 5752, 5752, 5752, 1, 1
cpu6:memory, WriteBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, FlushInFlight, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, FlushPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, ReadLockInFlight, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, ReadLockPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, ReadLockBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, WriteUnlockInFlight, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, WriteUnlockPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, WriteUnlockBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, LoadLinkInFlight, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, LoadLinkPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, StoreCondInFlight, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, StoreCondPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, CustomInFlight, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, CustomPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, CustomBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, FencePending, , Accumulator, 549676000, 6, 1406, 1406, 1406, 1, 1
cpu6:memory, AMOAddBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOAddPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOXorBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOXorPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOAndBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOAndPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOOrBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOOrPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOMinBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOMinPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOMaxBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOMaxPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOMinuBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOMinuPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOMaxuBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOMaxuPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOSwapBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:memory, AMOSwapPending, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:remote_memory:xbgasNicIface:iface, packet_latency, , Accumulator, 549676000, 6, 2576, 114444, 58, 43, 46
cpu6:remote_memory:xbgasNicIface:iface, send_bit_count, , Accumulator, 549676000, 6, 0, 0, 58, 0, 0
cpu6:remote_memory:xbgasNicIface:iface, output_port_stalls, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:remote_memory:xbgasNicIface:iface, idle_time, , Accumulator, 549676000, 6, 76038200, 1634417967720000, 61, 3800, 38400800
cpu6:remote_memory, RmtReadInFlight, , Accumulator, 549676000, 6, 7, 7, 7, 1, 1
cpu6:remote_memory, RmtReadPending, , Accumulator, 549676000, 6, 7, 7, 7, 1, 1
cpu6:remote_memory, RmtReadBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6:remote_memory, RmtWriteInFlight, , Accumulator, 549676000, 6, 22, 22, 22, 1, 1
cpu6:remote_memory, RmtWritePending, , Accumulator, 549676000, 6, 22, 22, 22, 1, 1
cpu6:remote_memory, RmtWritesBytes, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
cpu6, TotalCycles, core_0, Accumulator, 549676000, 6, 1372640, 1884140569600, 1, 1372640, 1372640
cpu6, CyclesWithIssue, core_0, Accumulator, 549676000, 6, 27605, 762036025, 1, 27605, 27605
cpu6, FloatsRead, core_0, Accumulator, 549676000, 6, 0, 0, 1, 0, 0
cpu6, FloatsWritten, core_0, Accumulator, 549676000, 6, 0, 0, 1, 0, 0
cpu6, DoublesRead, core_0, Accumulator, 549676000, 6, 0, 0, 1, 0, 0
cpu6, DoublesWritten, core_0, Accumulator, 549676000, 6, 20, 400, 1, 20, 20
cpu6, BytesRead, core_0, Accumulator, 549676000, 6, 50902, 2591013604, 1, 50902, 50902
cpu6, BytesWritten, core_0, Accumulator, 549676000, 6, 94172, 8868365584, 1, 94172, 94172
cpu6, FloatsExec, core_0, Accumulator, 549676000, 6, 250, 62500, 1, 250, 250
cpu6, TLBHitsPerCore, core_0, Accumulator, 549676000, 6, 5016, 25160256, 1, 5016, 5016
cpu6, TLBMissesPerCore, core_0, Accumulator, 549676000, 6, 8635, 74563225, 1, 8635, 8635
memory6, requests_received_GetS, , Accumulator, 549676000, 6, 7899, 7899, 7899, 1, 1
memory6, requests_received_GetSX, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
memory6, requests_received_GetX, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
memory6, requests_received_Write, , Accumulator, 549676000, 6, 5752, 5752, 5752, 1, 1
memory6, requests_received_PutM, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
memory6, outstanding_requests, , Accumulator, 549676000, 6, 3429670, 183811686, 1374190, 0, 202
memory6, latency_GetS, , Accumulator, 549676000, 6, 1984040, 498344572, 7899, 251, 252
memory6, latency_GetSX, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
memory6, latency_GetX, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
memory6, latency_Write, , Accumulator, 549676000, 6, 1445630, 363326386, 5752, 251, 252
memory6, latency_PutM, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
memory6, cycles_with_issue, , Accumulator, 549676000, 6, 13651, 13651, 13651, 1, 1
memory6, cycles_attempted_issue_but_rejected, , Accumulator, 549676000, 6, 0, 0, 0, 0, 0
memory6, total_cycles, , Accumulator, 549676000, 6, 1374190, 1888398156100, 1, 1374190, 1374190
